state,district,month,age_0_5,age_5_17,age_18_greater,total_enrollments,child_enrolment_ratio,teen_enrolment_ratio,adult_enrolment_ratio,risk_score
Gujarat,Patan,2025-06,207,80,11,298,0.6946308724832215,0.2684563758389262,0.03691275167785235,0.501006711409396
Gujarat,Patan,2025-07,1741,1178,232,3151,0.5525230085687084,0.37384957156458265,0.07362741986670898,0.45103141859727075
Gujarat,Patan,2025-09,1184,396,71,1651,0.7171411265899454,0.23985463355542097,0.04300423985463356,0.5065414900060569
Gujarat,Patan,2025-10,317,77,39,433,0.7321016166281755,0.17782909930715934,0.09006928406466513,0.5016166281755197
Gujarat,Patan,2025-11,911,170,65,1146,0.7949389179755671,0.14834205933682373,0.056719022687609075,0.5271378708551483
Gujarat,Patan,2025-12,497,75,25,597,0.8324958123953099,0.12562814070351758,0.04187604690117253,0.5413735343383584
Gujarat,Porbandar,2025-04,267,38,44,349,0.7650429799426934,0.10888252148997135,0.12607449856733524,0.504297994269341
Gujarat,Porbandar,2025-06,209,57,11,277,0.7545126353790613,0.20577617328519857,0.039711191335740074,0.5184115523465703
Gujarat,Porbandar,2025-07,450,89,56,595,0.7563025210084033,0.1495798319327731,0.09411764705882353,0.5080672268907562
Gujarat,Porbandar,2025-09,404,73,20,497,0.8128772635814889,0.14688128772635814,0.04024144869215292,0.5358148893360161
Gujarat,Porbandar,2025-10,149,22,21,192,0.7760416666666666,0.11458333333333333,0.109375,0.5109374999999999
Gujarat,Porbandar,2025-11,290,41,20,351,0.8262108262108262,0.1168091168091168,0.05698005698005698,0.5364672364672365
Gujarat,Porbandar,2025-12,237,12,9,258,0.9186046511627907,0.046511627906976744,0.03488372093023256,0.5686046511627906
Gujarat,Rajkot,2025-04,1398,338,231,1967,0.7107269954245043,0.17183528215556684,0.11743772241992882,0.4897305541433655
Gujarat,Rajkot,2025-05,1375,312,221,1908,0.7206498951781971,0.16352201257861634,0.11582809224318659,0.4930293501048218
Gujarat,Rajkot,2025-06,114,194,16,324,0.35185185185185186,0.5987654320987654,0.04938271604938271,0.395679012345679
Gujarat,Rajkot,2025-07,2567,1437,200,4204,0.6106089438629876,0.3418173168411037,0.047573739295908656,0.4736679352997145
Gujarat,Rajkot,2025-09,2225,651,50,2926,0.7604237867395762,0.22248803827751196,0.017088174982911826,0.5247095010252905
Gujarat,Rajkot,2025-10,979,231,82,1292,0.7577399380804953,0.17879256965944273,0.06346749226006192,0.5146284829721361
Gujarat,Rajkot,2025-11,2363,385,93,2841,0.8317493840197113,0.13551566349876804,0.03273495248152059,0.5429778247096092
Gujarat,Rajkot,2025-12,1398,184,26,1608,0.8694029850746269,0.11442786069651742,0.01616915422885572,0.5575870646766169
Gujarat,Sabar Kantha,2025-07,951,1169,157,2277,0.4176548089591568,0.5133948177426438,0.06895037329819939,0.4115063680281072
Gujarat,Sabar Kantha,2025-09,45,14,0,59,0.7627118644067796,0.23728813559322035,0.0,0.5288135593220339
Gujarat,Sabar Kantha,2025-10,16,4,0,20,0.8,0.2,0.0,0.54
Gujarat,Sabar Kantha,2025-11,43,6,0,49,0.8775510204081632,0.12244897959183673,0.0,0.563265306122449
Gujarat,Sabar Kantha,2025-12,28,4,0,32,0.875,0.125,0.0,0.5625
Gujarat,Sabarkantha,2025-04,389,197,110,696,0.5589080459770115,0.28304597701149425,0.15804597701149425,0.4360632183908046
Gujarat,Sabarkantha,2025-05,90,41,11,142,0.6338028169014085,0.2887323943661972,0.07746478873239436,0.47464788732394364
Gujarat,Sabarkantha,2025-09,1205,560,82,1847,0.652409312398484,0.30319436924742826,0.04439631835408771,0.48684353004872766
Gujarat,Sabarkantha,2025-10,400,102,36,538,0.7434944237918215,0.1895910780669145,0.06691449814126393,0.5096654275092936
Gujarat,Sabarkantha,2025-11,793,159,60,1012,0.7835968379446641,0.15711462450592886,0.05928853754940711,0.5232213438735177
Gujarat,Sabarkantha,2025-12,726,114,40,880,0.825,0.12954545454545455,0.045454545454545456,0.5384090909090908
Gujarat,Surat,2025-04,2932,976,280,4188,0.7000955109837631,0.23304680038204392,0.06685768863419293,0.49665711556829034
Gujarat,Surat,2025-05,1396,542,48,1986,0.702920443101712,0.2729103726082578,0.02416918429003021,0.5060422960725075
Gujarat,Surat,2025-07,2694,1581,81,4356,0.6184573002754821,0.36294765840220383,0.01859504132231405,0.48181818181818176
Gujarat,Surat,2025-09,3848,1392,39,5279,0.728925932941845,0.2636863042242849,0.007387762833870051,0.5172002273157795
Gujarat,Surat,2025-10,1371,441,68,1880,0.7292553191489362,0.23457446808510637,0.036170212765957444,0.5115425531914892
Gujarat,Surat,2025-11,4025,1000,80,5105,0.7884427032321254,0.1958863858961802,0.015670910871694418,0.5333986287952988
Gujarat,Surat,2025-12,2146,467,62,2675,0.8022429906542056,0.17457943925233646,0.023177570093457944,0.5360373831775701
Gujarat,Surendra Nagar,2025-04,436,159,91,686,0.6355685131195336,0.23177842565597667,0.1326530612244898,0.46413994169096207
Gujarat,Surendra Nagar,2025-07,250,172,21,443,0.5643340857787811,0.38826185101580135,0.04740406320541761,0.45981941309255076
Gujarat,Surendra Nagar,2025-09,1681,725,55,2461,0.6830556684274685,0.2945956928078017,0.022348638764729784,0.5004469727752946
Gujarat,Surendra Nagar,2025-10,564,172,63,799,0.7058823529411765,0.21526908635794745,0.07884856070087609,0.4959949937421777
Gujarat,Surendra Nagar,2025-11,1079,289,62,1430,0.7545454545454545,0.2020979020979021,0.043356643356643354,0.5176923076923077
Gujarat,Surendra Nagar,2025-12,843,148,45,1036,0.8137065637065637,0.14285714285714285,0.04343629343629344,0.5354247104247103
Gujarat,Surendranagar,2025-07,658,574,78,1310,0.5022900763358779,0.4381679389312977,0.059541984732824425,0.4387786259541984
Gujarat,Surendranagar,2025-09,42,6,0,48,0.875,0.125,0.0,0.5625
Gujarat,Surendranagar,2025-10,14,2,0,16,0.875,0.125,0.0,0.5625
Gujarat,Surendranagar,2025-11,31,8,0,39,0.7948717948717948,0.20512820512820512,0.0,0.5384615384615384
Gujarat,Surendranagar,2025-12,26,3,0,29,0.896551724137931,0.10344827586206896,0.0,0.5689655172413792
Gujarat,Tapi,2025-04,68,12,13,93,0.7311827956989247,0.12903225806451613,0.13978494623655913,0.4913978494623656
Gujarat,Tapi,2025-09,918,116,7,1041,0.8818443804034583,0.11143131604226705,0.0067243035542747355,0.5632084534101826
Gujarat,Tapi,2025-10,217,24,8,249,0.8714859437751004,0.0963855421686747,0.0321285140562249,0.555020080321285
Gujarat,Tapi,2025-11,421,38,97,556,0.7571942446043165,0.0683453237410072,0.17446043165467626,0.4922661870503596
Gujarat,Tapi,2025-12,232,15,26,273,0.8498168498168498,0.054945054945054944,0.09523809523809523,0.5358974358974359
Gujarat,The Dangs,2025-04,85,13,22,120,0.7083333333333334,0.10833333333333334,0.18333333333333332,0.47583333333333333
Gujarat,The Dangs,2025-05,174,49,38,261,0.6666666666666666,0.18773946360153257,0.14559386973180077,0.47088122605363986
Gujarat,The Dangs,2025-09,361,73,3,437,0.8260869565217391,0.16704805491990846,0.006864988558352402,0.5464530892448513
Gujarat,The Dangs,2025-10,135,21,10,166,0.8132530120481928,0.12650602409638553,0.060240963855421686,0.5319277108433734
Gujarat,The Dangs,2025-11,207,21,0,228,0.9078947368421053,0.09210526315789473,0.0,0.5723684210526316
Gujarat,The Dangs,2025-12,106,9,1,116,0.9137931034482759,0.07758620689655173,0.008620689655172414,0.5724137931034482
Gujarat,Vadodara,2025-03,36,43,10,89,0.4044943820224719,0.48314606741573035,0.11235955056179775,0.398876404494382
Gujarat,Vadodara,2025-04,788,216,180,1184,0.6655405405405406,0.18243243243243243,0.15202702702702703,0.46925675675675677
Gujarat,Vadodara,2025-05,158,78,10,246,0.6422764227642277,0.3170731707317073,0.04065040650406504,0.4845528455284553
Gujarat,Vadodara,2025-06,334,139,37,510,0.6549019607843137,0.2725490196078431,0.07254901960784314,0.4819607843137255
Gujarat,Vadodara,2025-07,507,217,60,784,0.6466836734693877,0.2767857142857143,0.07653061224489796,0.47869897959183666
Gujarat,Vadodara,2025-09,2210,744,82,3036,0.7279314888010541,0.2450592885375494,0.027009222661396576,0.5129776021080369
Gujarat,Vadodara,2025-10,1159,241,19,1419,0.8167723749119098,0.16983791402396053,0.013389711064129669,0.542353770260747
Gujarat,Vadodara,2025-11,2560,512,111,3183,0.804272698711907,0.1608545397423814,0.034872761545711596,0.5343072573044297
Gujarat,Vadodara,2025-12,1554,243,36,1833,0.8477905073649754,0.132569558101473,0.019639934533551555,0.5504091653027823
Gujarat,Valsad,2025-04,618,186,100,904,0.6836283185840708,0.20575221238938052,0.11061946902654868,0.4829646017699115
Gujarat,Valsad,2025-05,277,101,20,398,0.6959798994974874,0.2537688442211055,0.05025125628140704,0.49874371859296485
Gujarat,Valsad,2025-07,581,261,30,872,0.6662844036697247,0.2993119266055046,0.034403669724770644,0.4930045871559633
Gujarat,Valsad,2025-09,1455,373,13,1841,0.7903313416621401,0.20260727865290604,0.007061379684953829,0.5356871265616513
Gujarat,Valsad,2025-10,499,100,14,613,0.8140293637846656,0.1631321370309951,0.022838499184339316,0.5396411092985317
Gujarat,Valsad,2025-11,1324,279,34,1637,0.8087965791081246,0.1704337202199145,0.020769700671960906,0.5384850335980452
Gujarat,Valsad,2025-12,1064,106,13,1183,0.8994082840236687,0.08960270498732037,0.01098901098901099,0.5676246830092985
Haryana,Ambala,2025-06,245,23,13,281,0.8718861209964412,0.08185053380782918,0.046263345195729534,0.5523131672597864
Haryana,Ambala,2025-09,699,40,1,740,0.9445945945945946,0.05405405405405406,0.0013513513513513514,0.5831081081081081
Haryana,Ambala,2025-10,614,22,8,644,0.953416149068323,0.034161490683229816,0.012422360248447204,0.5835403726708075
Haryana,Ambala,2025-11,974,30,7,1011,0.963402571711177,0.02967359050445104,0.006923837784371909,0.5876360039564786
Haryana,Ambala,2025-12,531,7,4,542,0.9797047970479705,0.012915129151291513,0.007380073800738007,0.5924354243542436
Haryana,Bhiwani,2025-09,937,55,2,994,0.9426559356136821,0.05533199195171026,0.002012072434607646,0.5823943661971831
Haryana,Bhiwani,2025-10,715,34,7,756,0.9457671957671958,0.04497354497354497,0.009259259259259259,0.5818783068783068
Haryana,Bhiwani,2025-11,963,34,7,1004,0.9591633466135459,0.03386454183266932,0.0069721115537848604,0.5863545816733067
Haryana,Bhiwani,2025-12,706,29,0,735,0.9605442176870749,0.03945578231292517,0.0,0.5881632653061225
Haryana,Charkhi Dadri,2025-09,253,2,0,255,0.9921568627450981,0.00784313725490196,0.0,0.5976470588235294
Haryana,Charkhi Dadri,2025-10,146,6,0,152,0.9605263157894737,0.039473684210526314,0.0,0.5881578947368421
Haryana,Charkhi Dadri,2025-11,300,6,0,306,0.9803921568627451,0.0196078431372549,0.0,0.5941176470588234
Haryana,Charkhi Dadri,2025-12,140,5,0,145,0.9655172413793104,0.034482758620689655,0.0,0.5896551724137932
Haryana,Faridabad,2025-03,80,60,10,150,0.5333333333333333,0.4,0.06666666666666667,0.44666666666666666
Haryana,Faridabad,2025-04,1291,290,25,1606,0.8038605230386052,0.18057285180572852,0.015566625155666251,0.5380448318804483
Haryana,Faridabad,2025-05,1358,311,32,1701,0.7983539094650206,0.18283362727807173,0.0188124632569077,0.5357436801881246
Haryana,Faridabad,2025-06,1698,483,83,2264,0.75,0.21333922261484098,0.03666077738515901,0.5176678445229682
Haryana,Faridabad,2025-07,2678,733,54,3465,0.7728715728715728,0.21154401154401153,0.015584415584415584,0.5287445887445886
Haryana,Faridabad,2025-09,1712,486,34,2232,0.7670250896057348,0.21774193548387097,0.015232974910394265,0.5270609318996415
Haryana,Faridabad,2025-10,1018,216,7,1241,0.8203062046736502,0.17405318291700242,0.0056406124093473006,0.5449637389202255
Haryana,Faridabad,2025-11,1839,471,70,2380,0.7726890756302521,0.19789915966386554,0.029411764705882353,0.5259243697478991
Haryana,Faridabad,2025-12,933,175,8,1116,0.8360215053763441,0.15681003584229392,0.007168458781362007,0.5493727598566308
Haryana,Fatehabad,2025-09,572,35,5,612,0.934640522875817,0.05718954248366013,0.008169934640522876,0.5787581699346406
Haryana,Fatehabad,2025-10,648,20,2,670,0.9671641791044776,0.029850746268656716,0.0029850746268656717,0.5895522388059701
Haryana,Fatehabad,2025-11,768,24,2,794,0.9672544080604534,0.030226700251889168,0.0025188916876574307,0.5896725440806045
Haryana,Fatehabad,2025-12,522,13,1,536,0.9738805970149254,0.024253731343283583,0.0018656716417910447,0.5917910447761194
Haryana,Gurgaon,2025-04,494,192,36,722,0.6842105263157895,0.2659279778393352,0.04986149584487535,0.49529085872576173
Haryana,Gurgaon,2025-05,512,143,13,668,0.7664670658682635,0.21407185628742514,0.019461077844311378,0.5260479041916167
Haryana,Gurgaon,2025-09,1395,311,53,1759,0.7930642410460489,0.17680500284252415,0.030130756111426946,0.5318931210915293
Haryana,Gurgaon,2025-10,866,169,8,1043,0.8302972195589645,0.16203259827420902,0.007670182166826462,0.547555129434324
Haryana,Gurgaon,2025-11,1387,297,43,1727,0.8031268094962363,0.17197452229299362,0.024898668210770122,0.5359583092067168
Haryana,Gurgaon,2025-12,763,135,44,942,0.8099787685774947,0.14331210191082802,0.04670912951167728,0.533651804670913
Haryana,Gurugram,2025-03,18,19,13,50,0.36,0.38,0.26,0.356
Haryana,Gurugram,2025-06,534,207,81,822,0.6496350364963503,0.2518248175182482,0.09854014598540146,0.4751824817518248
Haryana,Gurugram,2025-07,1252,399,113,1764,0.7097505668934241,0.2261904761904762,0.06405895691609978,0.5001133786848072
Haryana,Hisar,2025-06,350,46,10,406,0.8620689655172413,0.11330049261083744,0.024630541871921183,0.5536945812807882
Haryana,Hisar,2025-09,1327,84,2,1413,0.9391365888181175,0.059447983014861996,0.0014154281670205238,0.5814578910120312
Haryana,Hisar,2025-10,1096,56,1,1153,0.9505637467476149,0.04856895056374675,0.0008673026886383347,0.5849956634865568
Haryana,Hisar,2025-11,1324,88,5,1417,0.9343683839096684,0.062103034580098804,0.0035285815102328866,0.5796047988708539
Haryana,Hisar,2025-12,830,15,0,845,0.9822485207100592,0.01775147928994083,0.0,0.5946745562130178
Haryana,Jhajjar,2025-09,804,36,2,842,0.9548693586698337,0.04275534441805225,0.0023752969121140144,0.5859857482185272
Haryana,Jhajjar,2025-10,587,21,0,608,0.9654605263157895,0.03453947368421053,0.0,0.5896381578947368
Haryana,Jhajjar,2025-11,665,27,5,697,0.9540889526542324,0.03873744619799139,0.007173601147776184,0.5847919655667144
Haryana,Jhajjar,2025-12,459,15,3,477,0.9622641509433962,0.031446540880503145,0.006289308176100629,0.5874213836477987
Haryana,Jhajjar *,2025-09,0,1,0,1,0.0,1.0,0.0,0.3
Haryana,Jind,2025-09,1245,29,0,1274,0.9772370486656201,0.022762951334379906,0.0,0.5931711145996861
Haryana,Jind,2025-10,847,21,0,868,0.9758064516129032,0.024193548387096774,0.0,0.5927419354838709
Haryana,Jind,2025-11,978,32,0,1010,0.9683168316831683,0.031683168316831684,0.0,0.5904950495049505
Haryana,Jind,2025-12,659,10,0,669,0.9850523168908819,0.014947683109118086,0.0,0.5955156950672645
Haryana,Kaithal,2025-06,406,19,10,435,0.9333333333333333,0.04367816091954023,0.022988505747126436,0.5754022988505747
Haryana,Kaithal,2025-09,790,20,0,810,0.9753086419753086,0.024691358024691357,0.0,0.5925925925925926
Haryana,Kaithal,2025-10,441,19,1,461,0.9566160520607375,0.04121475054229935,0.0021691973969631237,0.5865509761388286
Haryana,Kaithal,2025-11,760,17,1,778,0.9768637532133676,0.021850899742930592,0.0012853470437017994,0.5928020565552699
Haryana,Kaithal,2025-12,497,10,0,507,0.980276134122288,0.01972386587771203,0.0,0.5940828402366864
Haryana,Karnal,2025-09,1285,66,1,1352,0.9504437869822485,0.04881656804733728,0.0007396449704142012,0.5849852071005918
Haryana,Karnal,2025-10,781,35,0,816,0.9571078431372549,0.0428921568627451,0.0,0.5871323529411764
Haryana,Karnal,2025-11,943,45,4,992,0.9506048387096774,0.04536290322580645,0.004032258064516129,0.5843749999999999
Haryana,Karnal,2025-12,852,33,3,888,0.9594594594594594,0.037162162162162164,0.0033783783783783786,0.5871621621621621
Haryana,Kurukshetra,2025-06,72,10,11,93,0.7741935483870968,0.10752688172043011,0.11827956989247312,0.5086021505376344
Haryana,Kurukshetra,2025-09,639,23,0,662,0.9652567975830816,0.03474320241691843,0.0,0.5895770392749244
Haryana,Kurukshetra,2025-10,499,15,0,514,0.9708171206225681,0.029182879377431907,0.0,0.5912451361867703
Haryana,Kurukshetra,2025-11,704,22,0,726,0.9696969696969697,0.030303030303030304,0.0,0.5909090909090908
Haryana,Kurukshetra,2025-12,401,8,0,409,0.980440097799511,0.019559902200488997,0.0,0.5941320293398532
Haryana,Mahendragarh,2025-09,783,56,1,840,0.9321428571428572,0.06666666666666667,0.0011904761904761906,0.5794047619047619
Haryana,Mahendragarh,2025-10,517,30,0,547,0.9451553930530164,0.054844606946983544,0.0,0.5835466179159049
Haryana,Mahendragarh,2025-11,710,38,22,770,0.922077922077922,0.04935064935064935,0.02857142857142857,0.5709090909090909
Haryana,Mahendragarh,2025-12,565,31,1,597,0.9463986599664992,0.051926298157453935,0.0016750418760469012,0.5835845896147404
Haryana,Mewat,2025-05,1169,147,11,1327,0.8809344385832706,0.11077618688771665,0.008289374529012811,0.5626224566691785
Haryana,Mewat,2025-09,1281,117,3,1401,0.9143468950749465,0.0835117773019272,0.0021413276231263384,0.5738758029978587
Haryana,Mewat,2025-10,1347,90,0,1437,0.9373695198329853,0.06263048016701461,0.0,0.5812108559498955
Haryana,Mewat,2025-11,1739,116,3,1858,0.9359526372443487,0.062432723358449946,0.0016146393972012918,0.5804628632938643
Haryana,Mewat,2025-12,1453,80,2,1535,0.9465798045602606,0.05211726384364821,0.0013029315960912053,0.5837133550488599
Haryana,Nuh,2025-06,1251,213,42,1506,0.8306772908366534,0.14143426294820718,0.027888446215139442,0.5436254980079681
Haryana,Palwal,2025-09,1117,125,2,1244,0.8979099678456591,0.10048231511254019,0.001607717041800643,0.5690514469453375
Haryana,Palwal,2025-10,864,61,1,926,0.9330453563714903,0.06587473002159827,0.0010799136069114472,0.5796976241900648
Haryana,Palwal,2025-11,1490,86,1,1577,0.9448319594166138,0.054533925174381735,0.0006341154090044388,0.5833227647431832
Haryana,Palwal,2025-12,896,60,0,956,0.9372384937238494,0.06276150627615062,0.0,0.5811715481171548
Haryana,Panchkula,2025-09,308,31,0,339,0.9085545722713865,0.09144542772861357,0.0,0.572566371681416
Haryana,Panchkula,2025-10,269,17,2,288,0.9340277777777778,0.059027777777777776,0.006944444444444444,0.5788194444444444
Haryana,Panchkula,2025-11,434,31,2,467,0.9293361884368309,0.06638115631691649,0.004282655246252677,0.5779443254817987
Haryana,Panchkula,2025-12,276,13,1,290,0.9517241379310345,0.04482758620689655,0.0034482758620689655,0.5848275862068966
Haryana,Panipat,2025-06,776,87,14,877,0.8848346636259977,0.09920182440136831,0.01596351197263398,0.5622576966932725
Haryana,Panipat,2025-07,1344,169,10,1523,0.8824688115561392,0.11096520026263952,0.006565988181221274,0.5634274458305973
Haryana,Panipat,2025-09,1076,108,6,1190,0.9042016806722689,0.0907563025210084,0.005042016806722689,0.5702521008403361
Haryana,Panipat,2025-10,677,44,6,727,0.9312242090784044,0.06052269601100413,0.008253094910591471,0.5777166437414031
Haryana,Panipat,2025-11,990,98,10,1098,0.9016393442622951,0.08925318761384335,0.009107468123861567,0.5686703096539161
Haryana,Panipat,2025-12,635,37,1,673,0.9435364041604755,0.0549777117384844,0.0014858841010401188,0.5827637444279347
Haryana,Rewari,2025-09,630,62,2,694,0.9077809798270894,0.0893371757925072,0.002881844380403458,0.5717579250720461
Haryana,Rewari,2025-10,501,28,2,531,0.943502824858757,0.05273069679849341,0.003766478342749529,0.5822975517890772
Haryana,Rewari,2025-11,753,45,2,800,0.94125,0.05625,0.0025,0.5818749999999999
Haryana,Rewari,2025-12,445,15,0,460,0.967391304347826,0.03260869565217391,0.0,0.5902173913043478
Haryana,Rohtak,2025-06,420,56,52,528,0.7954545454545454,0.10606060606060606,0.09848484848484848,0.5189393939393939
Haryana,Rohtak,2025-09,829,47,1,877,0.9452679589509693,0.053591790193842644,0.0011402508551881414,0.5833523375142532
Haryana,Rohtak,2025-10,580,28,1,609,0.9523809523809523,0.04597701149425287,0.0016420361247947454,0.5853858784893268
Haryana,Rohtak,2025-11,810,39,7,856,0.9462616822429907,0.0455607476635514,0.008177570093457943,0.5822429906542057
Haryana,Rohtak,2025-12,522,21,0,543,0.9613259668508287,0.03867403314917127,0.0,0.5883977900552486
Haryana,Sirsa,2025-09,811,66,0,877,0.9247434435575826,0.07525655644241733,0.0,0.5774230330672747
Haryana,Sirsa,2025-10,684,45,0,729,0.9382716049382716,0.06172839506172839,0.0,0.5814814814814814
Haryana,Sirsa,2025-11,974,53,2,1029,0.9465500485908649,0.05150631681243926,0.001943634596695821,0.5835762876579204
Haryana,Sirsa,2025-12,666,34,0,700,0.9514285714285714,0.04857142857142857,0.0,0.5854285714285714
Haryana,Sonipat,2025-06,360,46,23,429,0.8391608391608392,0.10722610722610723,0.053613053613053616,0.541025641025641
Haryana,Sonipat,2025-09,1190,74,6,1270,0.937007874015748,0.05826771653543307,0.004724409448818898,0.5801574803149606
Haryana,Sonipat,2025-10,795,43,4,842,0.9441805225653207,0.0510688836104513,0.004750593824228029,0.5823040380047505
Haryana,Sonipat,2025-11,1241,74,3,1318,0.9415781487101669,0.05614567526555387,0.002276176024279211,0.5820182094081943
Haryana,Sonipat,2025-12,728,31,1,760,0.9578947368421052,0.04078947368421053,0.0013157894736842105,0.5871052631578947
Haryana,Yamuna Nagar,2025-09,959,46,2,1007,0.9523336643495531,0.04568023833167825,0.0019860973187686196,0.5853028798411123
Haryana,Yamuna Nagar,2025-10,613,15,1,629,0.9745627980922098,0.02384737678855326,0.001589825119236884,0.5920508744038155
Haryana,Yamuna Nagar,2025-11,1032,34,5,1071,0.9635854341736695,0.031746031746031744,0.004668534080298786,0.588141923436041
Haryana,Yamuna Nagar,2025-12,674,15,0,689,0.9782293178519593,0.02177068214804064,0.0,0.5934687953555877
Haryana,Yamunanagar,2025-09,16,0,0,16,1.0,0.0,0.0,0.6
Haryana,Yamunanagar,2025-10,14,2,0,16,0.875,0.125,0.0,0.5625
Haryana,Yamunanagar,2025-11,16,0,0,16,1.0,0.0,0.0,0.6
Haryana,Yamunanagar,2025-12,10,1,0,11,0.9090909090909091,0.09090909090909091,0.0,0.5727272727272726
Himachal Pradesh,Bilaspur,2025-09,254,3,0,257,0.9883268482490273,0.011673151750972763,0.0,0.5964980544747082
Himachal Pradesh,Bilaspur,2025-10,222,5,0,227,0.9779735682819384,0.022026431718061675,0.0,0.5933920704845815
Himachal Pradesh,Bilaspur,2025-11,305,4,0,309,0.9870550161812298,0.012944983818770227,0.0,0.5961165048543688
Himachal Pradesh,Bilaspur,2025-12,204,2,0,206,0.9902912621359223,0.009708737864077669,0.0,0.5970873786407767
Himachal Pradesh,Chamba,2025-09,360,23,1,384,0.9375,0.059895833333333336,0.0026041666666666665,0.5807291666666666
Himachal Pradesh,Chamba,2025-10,355,13,2,370,0.9594594594594594,0.03513513513513514,0.005405405405405406,0.5867567567567568
Himachal Pradesh,Chamba,2025-11,579,18,3,600,0.965,0.03,0.005,0.5884999999999999
Himachal Pradesh,Chamba,2025-12,292,10,1,303,0.9636963696369637,0.033003300330033,0.0033003300330033004,0.5884488448844885
Himachal Pradesh,Hamirpur,2025-09,271,4,0,275,0.9854545454545455,0.014545454545454545,0.0,0.5956363636363636
Himachal Pradesh,Hamirpur,2025-10,292,5,0,297,0.9831649831649831,0.016835016835016835,0.0,0.5949494949494949
Himachal Pradesh,Hamirpur,2025-11,389,5,0,394,0.9873096446700508,0.012690355329949238,0.0,0.5961928934010152
Himachal Pradesh,Hamirpur,2025-12,229,2,1,232,0.9870689655172413,0.008620689655172414,0.004310344827586207,0.5952586206896552
Himachal Pradesh,Kangra,2025-09,1190,35,6,1231,0.966693744922827,0.02843216896831844,0.00487408610885459,0.5890333062550771
Himachal Pradesh,Kangra,2025-10,901,15,4,920,0.9793478260869565,0.016304347826086956,0.004347826086956522,0.5929347826086957
Himachal Pradesh,Kangra,2025-11,1165,20,8,1193,0.9765297569153395,0.016764459346186086,0.006705783738474434,0.591617770326907
Himachal Pradesh,Kangra,2025-12,613,5,4,622,0.9855305466237942,0.008038585209003215,0.006430868167202572,0.5943729903536977
Himachal Pradesh,Kinnaur,2025-09,38,13,0,51,0.7450980392156863,0.2549019607843137,0.0,0.5235294117647059
Himachal Pradesh,Kinnaur,2025-10,26,0,1,27,0.9629629629629629,0.0,0.037037037037037035,0.5814814814814814
Himachal Pradesh,Kinnaur,2025-11,42,4,4,50,0.84,0.08,0.08,0.536
Himachal Pradesh,Kinnaur,2025-12,31,4,0,35,0.8857142857142857,0.11428571428571428,0.0,0.5657142857142856
Himachal Pradesh,Kullu,2025-07,57,24,33,114,0.5,0.21052631578947367,0.2894736842105263,0.3921052631578947
Himachal Pradesh,Kullu,2025-09,178,20,11,209,0.8516746411483254,0.09569377990430622,0.05263157894736842,0.544976076555024
Himachal Pradesh,Kullu,2025-10,215,14,18,247,0.8704453441295547,0.05668016194331984,0.0728744939271255,0.5465587044534412
Himachal Pradesh,Kullu,2025-11,392,39,35,466,0.8412017167381974,0.08369098712446352,0.07510729613733906,0.5373390557939914
Himachal Pradesh,Kullu,2025-12,180,14,9,203,0.8866995073891626,0.06896551724137931,0.04433497536945813,0.5571428571428572
Himachal Pradesh,Lahaul and Spiti,2025-10,1,0,0,1,1.0,0.0,0.0,0.6
Himachal Pradesh,Lahaul and Spiti,2025-12,2,0,0,2,1.0,0.0,0.0,0.6
Himachal Pradesh,Lahul & Spiti,2025-09,13,0,0,13,1.0,0.0,0.0,0.6
Himachal Pradesh,Lahul & Spiti,2025-10,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0,0.557142857142857
Himachal Pradesh,Lahul & Spiti,2025-11,15,0,0,15,1.0,0.0,0.0,0.6
Himachal Pradesh,Lahul & Spiti,2025-12,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0,0.49999999999999994
Himachal Pradesh,Lahul and Spiti,2025-09,10,1,0,11,0.9090909090909091,0.09090909090909091,0.0,0.5727272727272726
Himachal Pradesh,Lahul and Spiti,2025-10,6,0,0,6,1.0,0.0,0.0,0.6
Himachal Pradesh,Lahul and Spiti,2025-11,10,0,0,10,1.0,0.0,0.0,0.6
Himachal Pradesh,Lahul and Spiti,2025-12,5,0,0,5,1.0,0.0,0.0,0.6
Himachal Pradesh,Mandi,2025-09,669,17,3,689,0.9709724238026125,0.02467343976777939,0.0043541364296081275,0.5904208998548621
Himachal Pradesh,Mandi,2025-10,563,12,3,578,0.9740484429065744,0.020761245674740483,0.005190311418685121,0.5911764705882352
Himachal Pradesh,Mandi,2025-11,745,10,5,760,0.9802631578947368,0.013157894736842105,0.006578947368421052,0.5927631578947368
Himachal Pradesh,Mandi,2025-12,483,4,0,487,0.9917864476386037,0.008213552361396304,0.0,0.597535934291581
Himachal Pradesh,Shimla,2025-09,374,69,1,444,0.8423423423423423,0.1554054054054054,0.0022522522522522522,0.5522522522522523
Himachal Pradesh,Shimla,2025-10,375,35,10,420,0.8928571428571429,0.08333333333333333,0.023809523809523808,0.5630952380952381
Himachal Pradesh,Shimla,2025-11,495,36,7,538,0.9200743494423792,0.06691449814126393,0.013011152416356878,0.5734200743494423
Himachal Pradesh,Shimla,2025-12,244,21,3,268,0.9104477611940298,0.07835820895522388,0.011194029850746268,0.5708955223880596
Himachal Pradesh,Sirmaur,2025-09,480,30,2,512,0.9375,0.05859375,0.00390625,0.58046875
