state,district,month,bio_age_5_17,bio_age_17_,total_bio_updates,child_bio_ratio,adult_bio_ratio,bio_risk_score,month_name
Chhattisgarh,Surajpur,2025-09,3617,2990,6607,0.5474496745875587,0.45255032541244133,0.5189798698350234,September
Chhattisgarh,Surajpur,2025-10,3443,3568,7011,0.4910854371701612,0.5089145628298388,0.49643417486806446,October
Chhattisgarh,Surajpur,2025-11,3007,4948,7955,0.3780012570710245,0.6219987429289755,0.4512005028284098,November
Chhattisgarh,Surajpur,2025-12,7580,6065,13645,0.5555148406009527,0.44448515939904726,0.522205936240381,December
Chhattisgarh,Surguja,2025-03,981,3883,4864,0.20168585526315788,0.7983141447368421,0.38067434210526313,March
Chhattisgarh,Surguja,2025-04,1534,8880,10414,0.1473017092375648,0.8526982907624352,0.3589206836950259,April
Chhattisgarh,Surguja,2025-05,1384,5541,6925,0.19985559566787003,0.80014440433213,0.379942238267148,May
Chhattisgarh,Surguja,2025-06,2568,6491,9059,0.2834749972403135,0.7165250027596864,0.4133899988961254,June
Chhattisgarh,Surguja,2025-07,2479,7668,10147,0.24430866265891396,0.7556913373410861,0.3977234650635656,July
Chhattisgarh,Surguja,2025-09,1666,4684,6350,0.26236220472440946,0.7376377952755906,0.40494488188976374,September
Chhattisgarh,Surguja,2025-10,1725,2678,4403,0.3917783329548035,0.6082216670451964,0.45671133318192136,October
Chhattisgarh,Surguja,2025-11,3656,5113,8769,0.41692325236629035,0.5830767476337096,0.46676930094651614,November
Chhattisgarh,Surguja,2025-12,14229,7700,21929,0.6488667973915819,0.35113320260841807,0.5595467189566328,December
Chhattisgarh,Uttar Bastar Kanker,2025-03,181,1236,1417,0.1277346506704305,0.8722653493295696,0.35109386026817224,March
Chhattisgarh,Uttar Bastar Kanker,2025-04,262,2190,2452,0.1068515497553018,0.8931484502446982,0.34274061990212074,April
Chhattisgarh,Uttar Bastar Kanker,2025-05,397,2398,2795,0.14203935599284437,0.8579606440071557,0.35681574239713776,May
Chhattisgarh,Uttar Bastar Kanker,2025-06,676,4834,5510,0.12268602540834846,0.8773139745916515,0.34907441016333934,June
Chhattisgarh,Uttar Bastar Kanker,2025-07,585,3134,3719,0.15730034955633235,0.8426996504436677,0.36292013982253296,July
Chhattisgarh,Uttar Bastar Kanker,2025-09,313,1994,2307,0.13567403554399654,0.8643259644560035,0.3542696142175986,September
Chhattisgarh,Uttar Bastar Kanker,2025-10,348,1416,1764,0.19727891156462585,0.8027210884353742,0.3789115646258503,October
Chhattisgarh,Uttar Bastar Kanker,2025-11,1552,2384,3936,0.3943089430894309,0.6056910569105691,0.45772357723577234,November
Chhattisgarh,Uttar Bastar Kanker,2025-12,2724,3677,6401,0.42555850648336196,0.574441493516638,0.4702234025933447,December
Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,2025-03,13,126,139,0.09352517985611511,0.9064748201438849,0.33741007194244604,March
Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,2025-05,12,103,115,0.10434782608695652,0.8956521739130435,0.3417391304347826,May
Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,2025-09,24,63,87,0.27586206896551724,0.7241379310344828,0.4103448275862069,September
Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,2025-10,3,38,41,0.07317073170731707,0.926829268292683,0.32926829268292684,October
Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,2025-11,15,59,74,0.20270270270270271,0.7972972972972973,0.3810810810810811,November
Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,2025-12,5,92,97,0.05154639175257732,0.9484536082474226,0.3206185567010309,December
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-03,1031,2555,3586,0.2875069715560513,0.7124930284439487,0.4150027886224205,March
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-04,1417,2182,3599,0.3937204779105307,0.6062795220894693,0.45748819116421224,April
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-05,1553,2390,3943,0.39386254121227493,0.6061374587877251,0.45754501648490997,May
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-06,1179,2151,3330,0.35405405405405405,0.6459459459459459,0.44162162162162155,June
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-07,1042,2514,3556,0.29302587176602923,0.7069741282339708,0.4172103487064117,July
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-09,2902,2502,5404,0.5370096225018505,0.46299037749814953,0.5148038490007402,September
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-10,442,628,1070,0.4130841121495327,0.5869158878504673,0.46523364485981306,October
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-11,907,1253,2160,0.4199074074074074,0.5800925925925926,0.4679629629629629,November
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2025-12,868,1697,2565,0.33840155945419104,0.661598440545809,0.4353606237816764,December
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-03,422,521,943,0.44750795334040294,0.5524920466595971,0.47900318133616115,March
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-04,501,373,874,0.5732265446224256,0.4267734553775744,0.5292906178489702,April
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-05,347,378,725,0.4786206896551724,0.5213793103448275,0.49144827586206896,May
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-06,242,303,545,0.44403669724770645,0.5559633027522936,0.4776146788990826,June
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-07,290,369,659,0.4400606980273141,0.5599393019726859,0.4760242792109256,July
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-09,469,254,723,0.648686030428769,0.35131396957123096,0.5594744121715076,September
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-10,120,136,256,0.46875,0.53125,0.4875,October
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-11,254,238,492,0.516260162601626,0.483739837398374,0.5065040650406504,November
Dadra and Nagar Haveli and Daman and Diu,Daman,2025-12,316,433,749,0.4218958611481976,0.5781041388518025,0.468758344459279,December
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-03,249,170,419,0.594272076372315,0.40572792362768495,0.537708830548926,March
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-04,305,95,400,0.7625,0.2375,0.605,April
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-05,263,202,465,0.5655913978494623,0.4344086021505376,0.5262365591397848,May
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-06,126,117,243,0.5185185185185185,0.48148148148148145,0.5074074074074073,June
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-07,187,423,610,0.30655737704918035,0.6934426229508197,0.42262295081967216,July
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-09,132,120,252,0.5238095238095238,0.47619047619047616,0.5095238095238095,September
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-10,38,53,91,0.4175824175824176,0.5824175824175825,0.46703296703296704,October
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-11,537,113,650,0.8261538461538461,0.17384615384615384,0.6304615384615384,November
Dadra and Nagar Haveli and Daman and Diu,Diu,2025-12,151,255,406,0.37192118226600984,0.6280788177339901,0.44876847290640387,December
Delhi,Central Delhi,2025-03,2299,3805,6104,0.3766382699868938,0.6233617300131061,0.4506553079947575,March
Delhi,Central Delhi,2025-04,5261,5303,10564,0.4980121166224915,0.5019878833775085,0.49920484664899656,April
Delhi,Central Delhi,2025-05,3194,4521,7715,0.41399870382372,0.5860012961762799,0.46559948152948794,May
Delhi,Central Delhi,2025-06,2464,3735,6199,0.3974834650750121,0.6025165349249879,0.45899338603000484,June
Delhi,Central Delhi,2025-07,2889,4606,7495,0.3854569713142095,0.6145430286857906,0.4541827885256838,July
Delhi,Central Delhi,2025-09,2025,2294,4319,0.46885853206760825,0.5311414679323918,0.4875434128270433,September
Delhi,Central Delhi,2025-10,1000,1339,2339,0.4275331338178709,0.5724668661821292,0.47101325352714835,October
Delhi,Central Delhi,2025-11,1918,2158,4076,0.4705593719332679,0.5294406280667321,0.48822374877330715,November
Delhi,Central Delhi,2025-12,2638,2611,5249,0.5025719184606592,0.4974280815393408,0.5010287673842637,December
Delhi,East Delhi,2025-03,4902,8233,13135,0.373201370384469,0.626798629615531,0.4492805481537876,March
Delhi,East Delhi,2025-04,12509,14044,26553,0.4710955447595375,0.5289044552404625,0.48843821790381503,April
Delhi,East Delhi,2025-05,7213,10678,17891,0.4031636018109664,0.5968363981890336,0.46126544072438647,May
Delhi,East Delhi,2025-06,4730,7727,12457,0.3797061892911616,0.6202938107088384,0.45188247571646467,June
Delhi,East Delhi,2025-07,6904,10187,17091,0.40395529811011643,0.5960447018898836,0.4615821192440466,July
Delhi,East Delhi,2025-09,5495,5279,10774,0.510024132170039,0.489975867829961,0.5040096528680156,September
Delhi,East Delhi,2025-10,2345,2751,5096,0.46016483516483514,0.5398351648351648,0.484065934065934,October
Delhi,East Delhi,2025-11,4222,4701,8923,0.47315925137285664,0.5268407486271434,0.48926370054914264,November
Delhi,East Delhi,2025-12,5509,5376,10885,0.5061093247588424,0.49389067524115754,0.5024437299035369,December
Delhi,Najafgarh,2025-03,12,183,195,0.06153846153846154,0.9384615384615385,0.3246153846153846,March
Delhi,Najafgarh,2025-04,10,209,219,0.045662100456621,0.954337899543379,0.3182648401826484,April
Delhi,Najafgarh,2025-05,15,155,170,0.08823529411764706,0.9117647058823529,0.3352941176470588,May
Delhi,Najafgarh,2025-09,3,87,90,0.03333333333333333,0.9666666666666667,0.3133333333333333,September
Delhi,Najafgarh,2025-10,1,26,27,0.037037037037037035,0.9629629629629629,0.31481481481481477,October
Delhi,Najafgarh,2025-11,4,51,55,0.07272727272727272,0.9272727272727272,0.32909090909090905,November
Delhi,Najafgarh,2025-12,6,83,89,0.06741573033707865,0.9325842696629213,0.3269662921348314,December
Delhi,New Delhi,2025-03,392,294,686,0.5714285714285714,0.42857142857142855,0.5285714285714285,March
Delhi,New Delhi,2025-04,496,309,805,0.6161490683229813,0.3838509316770186,0.5464596273291925,April
Delhi,New Delhi,2025-05,271,259,530,0.5113207547169811,0.48867924528301887,0.5045283018867924,May
Delhi,New Delhi,2025-06,208,258,466,0.44635193133047213,0.5536480686695279,0.47854077253218885,June
Delhi,New Delhi,2025-07,283,327,610,0.4639344262295082,0.5360655737704918,0.4855737704918033,July
Delhi,New Delhi,2025-09,232,163,395,0.5873417721518988,0.41265822784810124,0.5349367088607595,September
Delhi,New Delhi,2025-10,111,97,208,0.5336538461538461,0.46634615384615385,0.5134615384615384,October
Delhi,New Delhi,2025-11,217,144,361,0.6011080332409973,0.3988919667590028,0.5404432132963989,November
Delhi,New Delhi,2025-12,291,211,502,0.5796812749003984,0.4203187250996016,0.5318725099601593,December
Delhi,North Delhi,2025-03,2600,4493,7093,0.3665585788805865,0.6334414211194135,0.4466234315522346,March
Delhi,North Delhi,2025-04,5334,5976,11310,0.4716180371352785,0.5283819628647215,0.4886472148541114,April
Delhi,North Delhi,2025-05,3388,5005,8393,0.4036697247706422,0.5963302752293578,0.4614678899082569,May
Delhi,North Delhi,2025-06,2509,4293,6802,0.36886209938253456,0.6311379006174654,0.44754483975301385,June
Delhi,North Delhi,2025-07,2959,5135,8094,0.3655794415616506,0.6344205584383494,0.44623177662466024,July
Delhi,North Delhi,2025-09,2672,2843,5515,0.48449682683590206,0.5155031731640979,0.49379873073436076,September
Delhi,North Delhi,2025-10,1007,1461,2468,0.4080226904376013,0.5919773095623987,0.4632090761750405,October
Delhi,North Delhi,2025-11,1625,2288,3913,0.4152823920265781,0.584717607973422,0.4661129568106312,November
Delhi,North Delhi,2025-12,3548,3694,7242,0.48991991162662246,0.5100800883733775,0.49596796465064896,December
Delhi,North East,2025-03,238,4421,4659,0.05108392358875295,0.9489160764112471,0.32043356943550116,March
Delhi,North East,2025-04,587,11899,12486,0.0470126541726734,0.9529873458273266,0.31880506166906936,April
Delhi,North East,2025-05,351,7754,8105,0.043306600863664405,0.9566933991363356,0.31732264034546576,May
Delhi,North East,2025-06,190,4639,4829,0.039345620211223856,0.9606543797887761,0.3157382480844895,June
Delhi,North East,2025-07,293,5191,5484,0.053428154631655726,0.9465718453683443,0.32137126185266224,July
Delhi,North East,2025-09,231,2766,2997,0.07707707707707707,0.9229229229229229,0.3308308308308308,September
Delhi,North East,2025-10,74,1334,1408,0.052556818181818184,0.9474431818181818,0.32102272727272724,October
Delhi,North East,2025-11,167,2541,2708,0.061669128508124074,0.9383308714918759,0.3246676514032496,November
Delhi,North East,2025-12,262,3682,3944,0.06643002028397565,0.9335699797160243,0.3265720081135902,December
Delhi,North East Delhi,2025-03,7096,6613,13709,0.5176161645634255,0.48238383543657454,0.5070464658253702,March
Delhi,North East Delhi,2025-04,17188,11831,29019,0.5923015955063924,0.4076984044936076,0.536920638202557,April
Delhi,North East Delhi,2025-05,11102,10130,21232,0.5228899773926149,0.47711002260738505,0.509155990957046,May
Delhi,North East Delhi,2025-06,6423,7299,13722,0.4680804547442064,0.5319195452557937,0.4872321818976825,June
Delhi,North East Delhi,2025-07,9990,9580,19570,0.5104752171691365,0.4895247828308636,0.5041900868676545,July
Delhi,North East Delhi,2025-09,6990,5135,12125,0.5764948453608247,0.42350515463917526,0.5305979381443299,September
Delhi,North East Delhi,2025-10,2941,2915,5856,0.5022199453551912,0.49778005464480873,0.5008879781420765,October
Delhi,North East Delhi,2025-11,5404,4821,10225,0.5285085574572127,0.4714914425427873,0.5114034229828851,November
Delhi,North East Delhi,2025-12,10144,7494,17638,0.5751218959065654,0.4248781040934346,0.5300487583626261,December
Delhi,North West Delhi,2025-03,15709,29195,44904,0.3498352039907358,0.6501647960092642,0.4399340815962943,March
Delhi,North West Delhi,2025-04,27815,37256,65071,0.42745616326781516,0.5725438367321849,0.47098246530712606,April
Delhi,North West Delhi,2025-05,18087,28734,46821,0.3863010187736272,0.6136989812263728,0.4545204075094509,May
Delhi,North West Delhi,2025-06,12740,22377,35117,0.3627872540365065,0.6372127459634934,0.44511490161460254,June
Delhi,North West Delhi,2025-07,14960,25083,40043,0.3735983817396299,0.6264016182603701,0.44943935269585195,July
Delhi,North West Delhi,2025-09,12504,13440,25944,0.48196114708603144,0.5180388529139686,0.4927844588344126,September
Delhi,North West Delhi,2025-10,5754,7655,13409,0.4291147736594824,0.5708852263405175,0.4716459094637929,October
Delhi,North West Delhi,2025-11,9554,11471,21025,0.4544114149821641,0.5455885850178359,0.48176456599286566,November
Delhi,North West Delhi,2025-12,16452,16507,32959,0.4991656300251828,0.5008343699748172,0.4996662520100731,December
Delhi,Shahdara,2025-03,252,658,910,0.27692307692307694,0.7230769230769231,0.4107692307692308,March
Delhi,Shahdara,2025-04,696,928,1624,0.42857142857142855,0.5714285714285714,0.4714285714285714,April
Delhi,Shahdara,2025-05,440,913,1353,0.3252032520325203,0.6747967479674797,0.4300813008130081,May
Delhi,Shahdara,2025-06,321,637,958,0.33507306889352817,0.6649269311064718,0.43402922755741125,June
Delhi,Shahdara,2025-07,427,864,1291,0.3307513555383424,0.6692486444616577,0.432300542215337,July
Delhi,Shahdara,2025-09,143,342,485,0.2948453608247423,0.7051546391752578,0.41793814432989695,September
Delhi,Shahdara,2025-10,77,167,244,0.3155737704918033,0.6844262295081968,0.42622950819672134,October
Delhi,Shahdara,2025-11,108,288,396,0.2727272727272727,0.7272727272727273,0.40909090909090906,November
Delhi,Shahdara,2025-12,194,508,702,0.27635327635327633,0.7236467236467237,0.4105413105413105,December
Delhi,South Delhi,2025-03,11377,16784,28161,0.40399843755548454,0.5960015624445154,0.4615993750221937,March
Delhi,South Delhi,2025-04,23647,29056,52703,0.44868413562795284,0.5513158643720472,0.47947365425118116,April
Delhi,South Delhi,2025-05,12807,18274,31081,0.41205237926707633,0.5879476207329236,0.46482095170683047,May
Delhi,South Delhi,2025-06,7921,12745,20666,0.3832865576308913,0.6167134423691086,0.4533146230523565,June
Delhi,South Delhi,2025-07,12664,18551,31215,0.40570238667307384,0.5942976133269262,0.4622809546692295,July
Delhi,South Delhi,2025-09,8175,8667,16842,0.48539365871036694,0.514606341289633,0.4941574634841467,September
Delhi,South Delhi,2025-10,3641,4771,8412,0.4328340466000951,0.5671659533999049,0.473133618640038,October
Delhi,South Delhi,2025-11,7314,8342,15656,0.4671691364333163,0.5328308635666837,0.4868676545733265,November
Delhi,South Delhi,2025-12,9115,9085,18200,0.5008241758241758,0.4991758241758242,0.5003296703296704,December
Delhi,South East Delhi,2025-03,19,40,59,0.3220338983050847,0.6779661016949152,0.42881355932203385,March
Delhi,South East Delhi,2025-04,58,61,119,0.48739495798319327,0.5126050420168067,0.4949579831932772,April
Delhi,South East Delhi,2025-05,35,47,82,0.4268292682926829,0.573170731707317,0.47073170731707314,May
Delhi,South East Delhi,2025-06,32,36,68,0.47058823529411764,0.5294117647058824,0.48823529411764705,June
Delhi,South East Delhi,2025-07,53,65,118,0.4491525423728814,0.5508474576271186,0.47966101694915253,July
Delhi,South East Delhi,2025-09,13,26,39,0.3333333333333333,0.6666666666666666,0.4333333333333333,September
Delhi,South East Delhi,2025-10,5,16,21,0.23809523809523808,0.7619047619047619,0.39523809523809517,October
Delhi,South East Delhi,2025-11,17,24,41,0.4146341463414634,0.5853658536585366,0.46585365853658534,November
Delhi,South East Delhi,2025-12,7,28,35,0.2,0.8,0.38,December
Delhi,South West Delhi,2025-03,8641,11833,20474,0.42204747484614635,0.5779525251538536,0.4688189899384585,March
Delhi,South West Delhi,2025-04,13859,13828,27687,0.5005598295228808,0.49944017047711925,0.5002239318091524,April
Delhi,South West Delhi,2025-05,8454,10524,18978,0.44546316787859624,0.5545368321214037,0.4781852671514385,May
Delhi,South West Delhi,2025-06,6755,8938,15693,0.43044669597909896,0.569553304020901,0.4721786783916395,June
Delhi,South West Delhi,2025-07,8167,10831,18998,0.4298873565638488,0.5701126434361512,0.4719549426255395,July
Delhi,South West Delhi,2025-09,6454,5396,11850,0.5446413502109705,0.4553586497890295,0.5178565400843882,September
Delhi,South West Delhi,2025-10,2492,3126,5618,0.4435742257030972,0.5564257742969028,0.4774296902812388,October
Delhi,South West Delhi,2025-11,4463,4591,9054,0.4929313010823945,0.5070686989176055,0.4971725204329578,November
Delhi,South West Delhi,2025-12,7273,5902,13175,0.5520303605313093,0.44796963946869073,0.5208121442125238,December
Delhi,West Delhi,2025-03,8635,15644,24279,0.35565715227151035,0.6443428477284896,0.4422628609086041,March
Delhi,West Delhi,2025-04,14572,21234,35806,0.40697089873205605,0.593029101267944,0.4627883594928224,April
Delhi,West Delhi,2025-05,9666,15641,25307,0.3819496581973367,0.6180503418026633,0.4527798632789347,May
Delhi,West Delhi,2025-06,7059,12066,19125,0.3690980392156863,0.6309019607843137,0.4476392156862745,June
Delhi,West Delhi,2025-07,9017,13682,22699,0.39724216925855765,0.6027578307414424,0.45889686770342303,July
Delhi,West Delhi,2025-09,6682,7235,13917,0.48013221240209814,0.5198677875979019,0.4920528849608392,September
Delhi,West Delhi,2025-10,2626,3349,5975,0.4394979079497908,0.5605020920502092,0.47579916317991633,October
Delhi,West Delhi,2025-11,4856,5754,10610,0.45768143261074457,0.5423185673892554,0.48307257304429785,November
Delhi,West Delhi,2025-12,8051,7473,15524,0.5186163359958773,0.48138366400412264,0.507446534398351,December
Goa,Bardez,2025-09,3,9,12,0.25,0.75,0.39999999999999997,September
Goa,Bardez,2025-10,0,8,8,0.0,1.0,0.3,October
Goa,Bardez,2025-11,1,5,6,0.16666666666666666,0.8333333333333334,0.36666666666666664,November
Goa,Bardez,2025-12,5,9,14,0.35714285714285715,0.6428571428571429,0.44285714285714284,December
Goa,North Goa,2025-03,1883,2559,4442,0.4239081494822152,0.5760918505177848,0.46956325979288605,March
Goa,North Goa,2025-04,2536,2680,5216,0.48619631901840493,0.5138036809815951,0.49447852760736194,April
Goa,North Goa,2025-05,2049,2289,4338,0.4723374827109267,0.5276625172890733,0.48893499308437066,May
Goa,North Goa,2025-06,1345,2462,3807,0.3532965589703178,0.6467034410296821,0.44131862358812707,June
Goa,North Goa,2025-07,1356,2882,4238,0.31996224634261444,0.6800377536573856,0.4279848985370458,July
Goa,North Goa,2025-09,1176,1587,2763,0.4256243213897937,0.5743756786102063,0.47024972855591746,September
Goa,North Goa,2025-10,2159,1340,3499,0.6170334381251786,0.38296656187482137,0.5468133752500715,October
Goa,North Goa,2025-11,3041,1943,4984,0.6101524879614767,0.38984751203852325,0.5440609951845906,November
Goa,North Goa,2025-12,2775,1709,4484,0.6188670829616414,0.3811329170383586,0.5475468331846566,December
Goa,South Goa,2025-03,2154,2387,4541,0.47434485796080156,0.5256551420391984,0.4897379431843206,March
Goa,South Goa,2025-04,2257,1839,4096,0.551025390625,0.448974609375,0.52041015625,April
Goa,South Goa,2025-05,2202,2188,4390,0.5015945330296128,0.49840546697038723,0.5006378132118451,May
Goa,South Goa,2025-06,1368,2178,3546,0.38578680203045684,0.6142131979695431,0.4543147208121827,June
Goa,South Goa,2025-07,1207,1955,3162,0.3817204301075269,0.6182795698924731,0.4526881720430107,July
Goa,South Goa,2025-09,1045,1077,2122,0.4924599434495759,0.5075400565504241,0.49698397737983036,September
Goa,South Goa,2025-10,1381,787,2168,0.6369926199261993,0.36300738007380073,0.5547970479704797,October
Goa,South Goa,2025-11,2284,1146,3430,0.6658892128279883,0.33411078717201165,0.5663556851311953,November
Goa,South Goa,2025-12,2017,1112,3129,0.6446148929370406,0.3553851070629594,0.5578459571748162,December
Goa,Tiswadi,2025-09,0,1,1,0.0,1.0,0.3,September
Goa,Tiswadi,2025-11,0,1,1,0.0,1.0,0.3,November
Gujarat,Ahmadabad,2025-03,41,733,774,0.05297157622739018,0.9470284237726099,0.3211886304909561,March
Gujarat,Ahmadabad,2025-04,96,1164,1260,0.0761904761904762,0.9238095238095239,0.3304761904761905,April
Gujarat,Ahmadabad,2025-05,191,2644,2835,0.0673721340388007,0.9326278659611993,0.32694885361552023,May
Gujarat,Ahmadabad,2025-06,114,1596,1710,0.06666666666666667,0.9333333333333333,0.32666666666666666,June
Gujarat,Ahmadabad,2025-07,67,1008,1075,0.062325581395348835,0.9376744186046512,0.3249302325581395,July
Gujarat,Ahmadabad,2025-09,148,2142,2290,0.06462882096069869,0.9353711790393013,0.3258515283842795,September
Gujarat,Ahmadabad,2025-10,42,640,682,0.06158357771260997,0.9384164222873901,0.324633431085044,October
Gujarat,Ahmadabad,2025-11,109,2097,2206,0.04941069809610154,0.9505893019038985,0.3197642792384406,November
Gujarat,Ahmadabad,2025-12,150,2700,2850,0.05263157894736842,0.9473684210526315,0.32105263157894737,December
Gujarat,Ahmedabad,2025-03,19111,29284,48395,0.3948961669593966,0.6051038330406033,0.4579584667837586,March
Gujarat,Ahmedabad,2025-04,18247,27634,45881,0.3977027527734792,0.6022972472265208,0.4590811011093917,April
Gujarat,Ahmedabad,2025-05,26986,37810,64796,0.41647632569911724,0.5835236743008828,0.46659053027964686,May
Gujarat,Ahmedabad,2025-06,22390,35067,57457,0.3896827192509181,0.6103172807490819,0.45587308770036716,June
Gujarat,Ahmedabad,2025-07,25468,40237,65705,0.3876112929000837,0.6123887070999163,0.45504451716003347,July
Gujarat,Ahmedabad,2025-09,13314,20099,33413,0.39846766228713376,0.6015323377128663,0.4593870649148535,September
Gujarat,Ahmedabad,2025-10,3998,6087,10085,0.39643034209221617,0.6035696579077838,0.45857213683688647,October
Gujarat,Ahmedabad,2025-11,14289,19637,33926,0.42118139480044803,0.578818605199552,0.46847255792017917,November
Gujarat,Ahmedabad,2025-12,22088,23744,45832,0.48193401989876067,0.5180659801012393,0.4927736079595042,December
Gujarat,Amreli,2025-03,3463,3849,7312,0.4736050328227571,0.5263949671772429,0.48944201312910285,March
Gujarat,Amreli,2025-04,3506,3969,7475,0.46903010033444814,0.5309698996655519,0.48761204013377923,April
Gujarat,Amreli,2025-05,5434,4540,9974,0.5448165229596952,0.4551834770403048,0.5179266091838781,May
Gujarat,Amreli,2025-06,5653,5104,10757,0.5255182671748628,0.4744817328251371,0.5102073068699451,June
Gujarat,Amreli,2025-07,5930,5833,11763,0.5041230978491882,0.49587690215081187,0.5016492391396753,July
Gujarat,Amreli,2025-09,2578,3380,5958,0.4326955354145686,0.5673044645854314,0.4730782141658274,September
Gujarat,Amreli,2025-10,895,1086,1981,0.4517920242301868,0.5482079757698132,0.48071680969207464,October
Gujarat,Amreli,2025-11,2521,3191,5712,0.4413515406162465,0.5586484593837535,0.47654061624649857,November
Gujarat,Amreli,2025-12,3998,3584,7582,0.5273015035610656,0.4726984964389343,0.5109206014244263,December
Gujarat,Anand,2025-03,5698,8373,14071,0.40494634354345815,0.5950536564565418,0.46197853741738326,March
Gujarat,Anand,2025-04,6004,7883,13887,0.4323467991646864,0.5676532008353136,0.47293871966587453,April
Gujarat,Anand,2025-05,7432,9057,16489,0.4507247255746255,0.5492752744253745,0.4802898902298502,May
Gujarat,Anand,2025-06,7010,8279,15289,0.45849957485774084,0.5415004251422592,0.4833998299430963,June
Gujarat,Anand,2025-07,9646,11303,20949,0.46045157286744,0.53954842713256,0.484180629146976,July
Gujarat,Anand,2025-09,4434,5540,9974,0.4445558451975135,0.5554441548024864,0.4778223380790053,September
Gujarat,Anand,2025-10,975,1529,2504,0.38937699680511184,0.6106230031948882,0.4557507987220447,October
Gujarat,Anand,2025-11,3416,4651,8067,0.42345357629850006,0.5765464237014999,0.46938143051939996,November
Gujarat,Anand,2025-12,6351,6114,12465,0.5095066185318893,0.4904933814681107,0.5038026474127557,December
Gujarat,Arvalli,2025-03,1595,1109,2704,0.5898668639053254,0.41013313609467456,0.5359467455621301,March
Gujarat,Arvalli,2025-04,2004,1235,3239,0.6187094782340229,0.38129052176597716,0.5474837912936091,April
Gujarat,Arvalli,2025-05,2360,1242,3602,0.6551915602443087,0.3448084397556913,0.5620766240977234,May
Gujarat,Arvalli,2025-06,3028,1320,4348,0.6964121435142594,0.30358785648574055,0.5785648574057037,June
Gujarat,Arvalli,2025-07,4162,2111,6273,0.6634783994898773,0.33652160051012275,0.5653913597959509,July
Gujarat,Arvalli,2025-09,1823,1038,2861,0.6371897937783991,0.3628102062216008,0.5548759175113596,September
Gujarat,Arvalli,2025-10,294,298,592,0.4966216216216216,0.5033783783783784,0.49864864864864866,October
Gujarat,Arvalli,2025-11,1041,827,1868,0.5572805139186295,0.44271948608137046,0.5229122055674518,November
Gujarat,Arvalli,2025-12,2782,1400,4182,0.6652319464371115,0.3347680535628886,0.5660927785748445,December
Gujarat,Banas Kantha,2025-07,13,98,111,0.11711711711711711,0.8828828828828829,0.3468468468468468,July
Gujarat,Banas Kantha,2025-09,12,87,99,0.12121212121212122,0.8787878787878788,0.34848484848484845,September
Gujarat,Banas Kantha,2025-10,7,39,46,0.15217391304347827,0.8478260869565217,0.3608695652173913,October
Gujarat,Banas Kantha,2025-11,11,107,118,0.09322033898305085,0.9067796610169492,0.33728813559322035,November
Gujarat,Banas Kantha,2025-12,16,157,173,0.09248554913294797,0.9075144508670521,0.3369942196531792,December
Gujarat,Banaskantha,2025-03,8364,10340,18704,0.4471770744225834,0.5528229255774166,0.47887082976903333,March
Gujarat,Banaskantha,2025-04,5649,7714,13363,0.42273441592456784,0.5772655840754322,0.46909376636982714,April
Gujarat,Banaskantha,2025-05,7142,8480,15622,0.4571757777493279,0.5428242222506722,0.4828703110997311,May
Gujarat,Banaskantha,2025-06,10585,9827,20412,0.51856750930825,0.4814324906917499,0.5074270037233,June
Gujarat,Banaskantha,2025-07,15007,13870,28877,0.5196869480901756,0.48031305190982443,0.5078747792360703,July
